"batch","unit_id","student","week","rater","rater_kind","code","cq_factor","cq_item","n_raters","n_agree"
"example_sections","E01_w04_q01_s02","E01",4,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w04_q01_s03","E01",4,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E01_w04_q01_s04","E01",4,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w04_q02_s01","E01",4,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w04_q02_s02","E01",4,"qwen3.6","model","Self awareness",,,,
"example_sections","E01_w04_q02_s03","E01",4,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w07_q01_s01","E01",7,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w07_q01_s02","E01",7,"qwen3.6","model","Positive","Behavioural","BEH1",,
"example_sections","E01_w07_q01_s03","E01",7,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w07_q02_s01","E01",7,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w07_q02_s02","E01",7,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w07_q02_s03","E01",7,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w10_q01_s01","E01",10,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w10_q01_s02","E01",10,"qwen3.6","model","Positive","Motivational","MOT2",,
"example_sections","E01_w10_q01_s03","E01",10,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w10_q02_s01","E01",10,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w10_q02_s02","E01",10,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w01_q01_s01","E02",1,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w01_q01_s02","E02",1,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"qwen3.6","model","Negative",,,,
"example_sections","E02_w04_q01_s03","E02",4,"qwen3.6","model","Positive","Cognitive","COG2",,
"example_sections","E02_w04_q01_s04","E02",4,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"qwen3.6","model","Positive","Metacognitive","MC2",,
"example_sections","E02_w07_q01_s02","E02",7,"qwen3.6","model","Positive","Metacognitive","MC4",,
"example_sections","E02_w07_q01_s03","E02",7,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"qwen3.6","model","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"qwen3.6","model","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"qwen3.6","model","Self awareness",,,,
"example_sections","E03_w04_q01_s01","E03",4,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"qwen3.6","model","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w04_q02_s03","E03",4,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"qwen3.6","model","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"qwen3.6","model",,,,,
"example_sections","E03_w07_q02_s02","E03",7,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"qwen3.6","model","Not marked",,,,
"example_sections","E03_w10_q01_s03","E03",10,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E03_w10_q02_s01","E03",10,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"qwen3.6","model","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"qwen3.6","model","Self awareness",,,,
"example_sections","E04_w04_q01_s01","E04",4,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"qwen3.6","model","Negative",,,,
"example_sections","E04_w04_q01_s03","E04",4,"qwen3.6","model","Positive","Metacognitive","MC2",,
"example_sections","E04_w04_q01_s04","E04",4,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"qwen3.6","model","Positive","Metacognitive","MC4",,
"example_sections","E04_w07_q01_s03","E04",7,"qwen3.6","model","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"qwen3.6","model","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"qwen3.6","model","Positive","Metacognitive","MC1",,
"example_sections","E04_w10_q01_s03","E04",10,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"qwen3.6","model","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w01_q01_s01","E05",1,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E05_w01_q02_s01","E05",1,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"qwen3.6","model","Self awareness",,,,
"example_sections","E05_w04_q01_s01","E05",4,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"qwen3.6","model","Positive","Cognitive","COG3",,
"example_sections","E05_w04_q01_s03","E05",4,"qwen3.6","model","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"qwen3.6","model","Positive","Behavioural","BEH2",,
"example_sections","E05_w07_q01_s02","E05",7,"qwen3.6","model","Positive","Metacognitive","MC2",,
"example_sections","E05_w07_q01_s03","E05",7,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"qwen3.6","model","Self awareness",,,,
"example_sections","E05_w10_q01_s03","E05",10,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E05_w10_q02_s01","E05",10,"qwen3.6","model","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q01_s01","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q01_s02","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q01_s03","E01",1,"qwen3:14b","model",,,,,
"example_sections","E01_w01_q01_s04","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q02_s01","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q02_s02","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q02_s03","E01",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w04_q01_s01","E01",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w04_q01_s02","E01",4,"qwen3:14b","model","Positive","Cognitive","COG1",,
"example_sections","E01_w04_q01_s03","E01",4,"qwen3:14b","model","Positive","Motivational","MOT1",,
"example_sections","E01_w04_q01_s04","E01",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w04_q02_s01","E01",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w04_q02_s02","E01",4,"qwen3:14b","model","Self awareness",,,,
"example_sections","E01_w04_q02_s03","E01",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w07_q01_s01","E01",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w07_q01_s02","E01",7,"qwen3:14b","model","Positive","Behavioural","BEH1",,
"example_sections","E01_w07_q01_s03","E01",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w07_q02_s01","E01",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w07_q02_s02","E01",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w07_q02_s03","E01",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w10_q01_s01","E01",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w10_q01_s02","E01",10,"qwen3:14b","model","Positive","Motivational","MOT2",,
"example_sections","E01_w10_q01_s03","E01",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w10_q02_s01","E01",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w10_q02_s02","E01",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w01_q01_s01","E02",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w01_q01_s02","E02",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"qwen3:14b","model","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w04_q01_s03","E02",4,"qwen3:14b","model","Positive","Cognitive","COG1",,
"example_sections","E02_w04_q01_s04","E02",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w07_q01_s02","E02",7,"qwen3:14b","model","Self awareness",,,,
"example_sections","E02_w07_q01_s03","E02",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"qwen3:14b","model","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"qwen3:14b","model","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"qwen3:14b","model","Self awareness",,,,
"example_sections","E03_w04_q01_s01","E03",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"qwen3:14b","model","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w04_q02_s03","E03",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"qwen3:14b","model","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w07_q02_s02","E03",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"qwen3:14b","model","Self awareness",,,,
"example_sections","E03_w10_q01_s03","E03",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E03_w10_q02_s01","E03",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"qwen3:14b","model","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w04_q01_s01","E04",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w04_q01_s03","E04",4,"qwen3:14b","model","Positive","Behavioural","BEH1",,
"example_sections","E04_w04_q01_s04","E04",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w07_q01_s03","E04",7,"qwen3:14b","model","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"qwen3:14b","model","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"qwen3:14b","model","Positive","Metacognitive","MC2",,
"example_sections","E04_w10_q01_s03","E04",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w01_q01_s01","E05",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"qwen3:14b","model","Positive","Cognitive","COG3",,
"example_sections","E05_w01_q02_s01","E05",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w04_q01_s01","E05",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"qwen3:14b","model","Positive","Metacognitive","MC3",,
"example_sections","E05_w04_q01_s03","E05",4,"qwen3:14b","model","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"qwen3:14b","model","Positive","Behavioural","BEH1",,
"example_sections","E05_w07_q01_s02","E05",7,"qwen3:14b","model","Positive","Behavioural","BEH1",,
"example_sections","E05_w07_q01_s03","E05",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"qwen3:14b","model","Self awareness",,,,
"example_sections","E05_w10_q01_s03","E05",10,"qwen3:14b","model","Positive","Motivational","MOT2",,
"example_sections","E05_w10_q02_s01","E05",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"qwen3:14b","model","Not marked",,,,
"example_sections","E01_w01_q01_s01","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w01_q01_s02","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w01_q01_s03","E01",1,"model panel","panel","Positive","Motivational","MOT1",,
"example_sections","E01_w01_q01_s04","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w01_q02_s01","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w01_q02_s02","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w01_q02_s03","E01",1,"model panel","panel","Not marked",,,,
"example_sections","E01_w04_q01_s01","E01",4,"model panel","panel","Not marked",,,,
"example_sections","E01_w04_q01_s02","E01",4,"model panel","panel","Positive","Cognitive",,,
"example_sections","E01_w04_q01_s03","E01",4,"model panel","panel","Positive","Motivational","MOT1",,
"example_sections","E01_w04_q01_s04","E01",4,"model panel","panel","Not marked",,,,
"example_sections","E01_w04_q02_s01","E01",4,"model panel","panel","Not marked",,,,
"example_sections","E01_w04_q02_s02","E01",4,"model panel","panel","Self awareness",,,,
"example_sections","E01_w04_q02_s03","E01",4,"model panel","panel","Not marked",,,,
"example_sections","E01_w07_q01_s01","E01",7,"model panel","panel","Not marked",,,,
"example_sections","E01_w07_q01_s02","E01",7,"model panel","panel","Positive","Behavioural","BEH1",,
"example_sections","E01_w07_q01_s03","E01",7,"model panel","panel","Not marked",,,,
"example_sections","E01_w07_q02_s01","E01",7,"model panel","panel","Not marked",,,,
"example_sections","E01_w07_q02_s02","E01",7,"model panel","panel",,,,,
"example_sections","E01_w07_q02_s03","E01",7,"model panel","panel","Not marked",,,,
"example_sections","E01_w10_q01_s01","E01",10,"model panel","panel","Not marked",,,,
"example_sections","E01_w10_q01_s02","E01",10,"model panel","panel","Positive","Motivational","MOT2",,
"example_sections","E01_w10_q01_s03","E01",10,"model panel","panel","Not marked",,,,
"example_sections","E01_w10_q02_s01","E01",10,"model panel","panel","Not marked",,,,
"example_sections","E01_w10_q02_s02","E01",10,"model panel","panel","Not marked",,,,
"example_sections","E02_w01_q01_s01","E02",1,"model panel","panel","Not marked",,,,
"example_sections","E02_w01_q01_s02","E02",1,"model panel","panel","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"model panel","panel","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"model panel","panel","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"model panel","panel","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"model panel","panel","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"model panel","panel",,,,,
"example_sections","E02_w04_q01_s03","E02",4,"model panel","panel","Positive","Cognitive","COG1",,
"example_sections","E02_w04_q01_s04","E02",4,"model panel","panel","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"model panel","panel","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"model panel","panel","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"model panel","panel",,,,,
"example_sections","E02_w07_q01_s02","E02",7,"model panel","panel","Positive","Metacognitive","MC4",,
"example_sections","E02_w07_q01_s03","E02",7,"model panel","panel","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"model panel","panel","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"model panel","panel","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"model panel","panel","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"model panel","panel","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"model panel","panel","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"model panel","panel","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"model panel","panel","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"model panel","panel","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"model panel","panel","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"model panel","panel","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"model panel","panel","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"model panel","panel",,,,,
"example_sections","E03_w04_q01_s01","E03",4,"model panel","panel","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"model panel","panel","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"model panel","panel","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"model panel","panel","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"model panel","panel","Not marked",,,,
"example_sections","E03_w04_q02_s03","E03",4,"model panel","panel","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"model panel","panel","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"model panel","panel","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"model panel","panel","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"model panel","panel","Not marked",,,,
"example_sections","E03_w07_q02_s02","E03",7,"model panel","panel","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"model panel","panel","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"model panel","panel","Not marked",,,,
"example_sections","E03_w10_q01_s03","E03",10,"model panel","panel",,,,,
"example_sections","E03_w10_q02_s01","E03",10,"model panel","panel","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"model panel","panel","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"model panel","panel","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"model panel","panel","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"model panel","panel","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"model panel","panel","Not marked",,,,
"example_sections","E04_w04_q01_s01","E04",4,"model panel","panel","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"model panel","panel",,,,,
"example_sections","E04_w04_q01_s03","E04",4,"model panel","panel","Positive","Metacognitive","MC2",,
"example_sections","E04_w04_q01_s04","E04",4,"model panel","panel","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"model panel","panel","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"model panel","panel","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"model panel","panel","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"model panel","panel","Negative",,,,
"example_sections","E04_w07_q01_s03","E04",7,"model panel","panel","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"model panel","panel","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"model panel","panel","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"model panel","panel","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"model panel","panel","Positive","Metacognitive",,,
"example_sections","E04_w10_q01_s03","E04",10,"model panel","panel","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"model panel","panel","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"model panel","panel","Not marked",,,,
"example_sections","E05_w01_q01_s01","E05",1,"model panel","panel","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"model panel","panel","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"model panel","panel","Positive","Cognitive","COG3",,
"example_sections","E05_w01_q02_s01","E05",1,"model panel","panel","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"model panel","panel","Not marked",,,,
"example_sections","E05_w04_q01_s01","E05",4,"model panel","panel","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"model panel","panel","Positive",,"COG3",,
"example_sections","E05_w04_q01_s03","E05",4,"model panel","panel","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"model panel","panel","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"model panel","panel","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"model panel","panel","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"model panel","panel","Positive","Behavioural","BEH2",,
"example_sections","E05_w07_q01_s02","E05",7,"model panel","panel","Positive","Metacognitive","MC2",,
"example_sections","E05_w07_q01_s03","E05",7,"model panel","panel","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"model panel","panel","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"model panel","panel","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"model panel","panel","Self awareness",,,,
"example_sections","E05_w10_q01_s03","E05",10,"model panel","panel","Positive","Motivational","MOT1",,
"example_sections","E05_w10_q02_s01","E05",10,"model panel","panel","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"model panel","panel","Not marked",,,,
