"unit_id","student_id","week","text","text_sha1","question","question_no","context","para_id","sent_in_para","n_sent_in_para"
"E05_w01_q01_s03","E05",1,"I am also curious to find out what the team at the other university considers a normal breakfast, because that is half of our brief.","1b52c7e838c730dbe29013cd4c94fb2168089d91","What are you looking forward to?",1,"Honestly, the sensory panel sessions. I have wanted to do proper trained-panel work since first year. I am also curious to find out what the team at the other university considers a normal breakfast, because that is half of our brief.","E05_w01_q01_p01",3,3
"E05_w01_q02_s01","E05",1,"My lab maths is shaky.","a91e069936c79cd56ba5479408c3a254eb50349f","Any concerns?",2,"My lab maths is shaky. And I always talk too much in meetings.","E05_w01_q02_p01",1,2
"E05_w01_q02_s02","E05",1,"And I always talk too much in meetings.","b107a93b0e7e2e0b5b17f907887074f4355003df","Any concerns?",2,"My lab maths is shaky. And I always talk too much in meetings.","E05_w01_q02_p01",2,2
"E05_w04_q01_s01","E05",4,"We have a product concept and a very messy Gantt chart.","76f6c86f93961a9dab329bef7ea43b7b5c6a0f14","How is the project going?",1,"We have a product concept and a very messy Gantt chart. What counts as too salty is simply different in the two countries, which I had never thought about before. We lost a week arguing past each other before anyone worked that out. The texture analyser was broken again.","E05_w04_q01_p01",1,4
"E05_w04_q01_s02","E05",4,"What counts as too salty is simply different in the two countries, which I had never thought about before.","09e35c27c910194a7060f4b762733c5eb9212a54","How is the project going?",1,"We have a product concept and a very messy Gantt chart. What counts as too salty is simply different in the two countries, which I had never thought about before. We lost a week arguing past each other before anyone worked that out. The texture analyser was broken again.","E05_w04_q01_p01",2,4
"E05_w04_q01_s03","E05",4,"We lost a week arguing past each other before anyone worked that out.","8f1482d2ddefe910da681f2b44aa67c03d9c59eb","How is the project going?",1,"We have a product concept and a very messy Gantt chart. What counts as too salty is simply different in the two countries, which I had never thought about before. We lost a week arguing past each other before anyone worked that out. The texture analyser was broken again.","E05_w04_q01_p01",3,4
"E05_w04_q01_s04","E05",4,"The texture analyser was broken again.","bce1cba67a4e94428d1f8081daaf81e16b3e95d4","How is the project going?",1,"We have a product concept and a very messy Gantt chart. What counts as too salty is simply different in the two countries, which I had never thought about before. We lost a week arguing past each other before anyone worked that out. The texture analyser was broken again.","E05_w04_q01_p01",4,4
"E05_w04_q02_s01","E05",4,"More lab time.","d8c7353d88e30df844daecebd563f98966c39ef4","Anything you would change about the set-up?",2,"More lab time. The seminar room is too small for eight people.","E05_w04_q02_p01",1,2
"E05_w04_q02_s02","E05",4,"The seminar room is too small for eight people.","13fe7107e1b2b4c74a042af54ae0f101b8fc7e98","Anything you would change about the set-up?",2,"More lab time. The seminar room is too small for eight people.","E05_w04_q02_p01",2,2
"E05_w07_q01_s01","E05",7,"I have learned to let people finish, especially the two who are working in their third language.","77968a58345511ac7aa6e324ef51f85a774588b4","Have you changed how you work with the team?",1,"I have learned to let people finish, especially the two who are working in their third language. I have also started writing quantities in both units, because assuming that everyone thinks in grams was arrogant of me. The sensory panel results are beautiful.","E05_w07_q01_p01",1,3
"E05_w07_q01_s02","E05",7,"I have also started writing quantities in both units, because assuming that everyone thinks in grams was arrogant of me.","16efdffd4ab1210bb15ffb15ee6b60813ba3dfc7","Have you changed how you work with the team?",1,"I have learned to let people finish, especially the two who are working in their third language. I have also started writing quantities in both units, because assuming that everyone thinks in grams was arrogant of me. The sensory panel results are beautiful.","E05_w07_q01_p01",2,3
"E05_w07_q01_s03","E05",7,"The sensory panel results are beautiful.","f89886992f6312a859e78356b40ac74cf986e84d","Have you changed how you work with the team?",1,"I have learned to let people finish, especially the two who are working in their third language. I have also started writing quantities in both units, because assuming that everyone thinks in grams was arrogant of me. The sensory panel results are beautiful.","E05_w07_q01_p01",3,3
"E05_w07_q02_s01","E05",7,"I miss the good coffee machine on the third floor.","3aa738c4ccef63c31da76d445aeaf2e889d74f99","Anything else?",2,,"E05_w07_q02_p01",1,1
"E05_w10_q01_s01","E05",10,"A genuine skill with descriptive analysis.","c57cff83a25a944d3e4bf8d2390843de361e666c","What are you taking away from the project?",1,"A genuine skill with descriptive analysis. Also the knowledge that I am the kind of person who assumes their own habits are the default, which is uncomfortable but useful. I would work with this team again tomorrow.","E05_w10_q01_p01",1,3
"E05_w10_q01_s02","E05",10,"Also the knowledge that I am the kind of person who assumes their own habits are the default, which is uncomfortable but useful.","b2b298fafa39230f6b01393ed91ff4dcc197eebc","What are you taking away from the project?",1,"A genuine skill with descriptive analysis. Also the knowledge that I am the kind of person who assumes their own habits are the default, which is uncomfortable but useful. I would work with this team again tomorrow.","E05_w10_q01_p01",2,3
"E05_w10_q01_s03","E05",10,"I would work with this team again tomorrow.","0611a21e5166e76bc812e920a13ded5b60e1f634","What are you taking away from the project?",1,"A genuine skill with descriptive analysis. Also the knowledge that I am the kind of person who assumes their own habits are the default, which is uncomfortable but useful. I would work with this team again tomorrow.","E05_w10_q01_p01",3,3
"E05_w10_q02_s01","E05",10,"Fix the texture analyser.","799b61b4f7977af26d3f191a89cfd7f1a3518531","Anything for the course team?",2,"Fix the texture analyser. Otherwise it was the best project I have done.","E05_w10_q02_p01",1,2
"E05_w10_q02_s02","E05",10,"Otherwise it was the best project I have done.","7effba649b8038b5b06f9f962f9c9d2829d1bac8","Anything for the course team?",2,"Fix the texture analyser. Otherwise it was the best project I have done.","E05_w10_q02_p01",2,2
